CASP    Decoy               GDT.TS  TMscore.C
CASP13  T1021s3TS498_5-D1   53.01   0.64
CASP13  T1021s3TS241_5-D1   53.01   0.64
CASP13  T1021s3TS208_3-D1   52.26   0.65
CASP13  T1021s3TS089_4-D1   52.26   0.63
CASP13  T1021s3TS208_5-D1   51.96   0.63
CASP13  T1021s3TS498_2-D1   51.81   0.62
CASP13  T1021s3TS197_4-D1   51.66   0.62
CASP13  T1021s3TS322_2-D1   51.51   0.63
CASP13  T1021s3TS498_1-D1   51.51   0.63
CASP13  T1021s3TS145_1-D1   51.51   0.64
CASP13  T1021s3TS457_5-D1   51.35   0.62
CASP13  T1021s3TS197_1-D1   51.35   0.63
CASP13  T1021s3TS390_3-D1   51.35   0.62
CASP13  T1021s3TS324_4-D1   51.20   0.62
CASP13  T1021s3TS196_2-D1   51.20   0.62
CASP13  T1021s3TS135_2-D1   51.20   0.62
CASP13  T1021s3TS044_3-D1   51.20   0.62
CASP13  T1021s3TS406_1-D1   51.20   0.62
CASP13  T1021s3TS309_5-D1   51.20   0.62
CASP13  T1021s3TS192_2-D1   51.20   0.62
CASP13  T1021s3TS224_1-D1   51.20   0.62
CASP13  T1021s3TS498_3-D1   51.20   0.62
CASP13  T1021s3TS344_5-D1   51.05   0.64
CASP13  T1021s3TS208_1-D1   51.05   0.63
CASP13  T1021s3TS390_2-D1   50.75   0.62
CASP13  T1021s3TS470_1-D1   50.75   0.59
CASP13  T1021s3TS089_1-D1   50.75   0.63
CASP13  T1021s3TS309_2-D1   50.60   0.63
CASP13  T1021s3TS354_1-D1   50.60   0.63
CASP13  T1021s3TS426_1-D1   50.60   0.63
CASP13  T1021s3TS426_2-D1   50.60   0.62
CASP13  T1021s3TS261_1-D1   50.60   0.63
CASP13  T1021s3TS055_2-D1   50.60   0.63
CASP13  T1021s3TS390_5-D1   50.60   0.63
CASP13  T1021s3TS044_2-D1   50.60   0.63
CASP13  T1021s3TS329_1-D1   50.60   0.63
CASP13  T1021s3TS241_1-D1   50.60   0.63
CASP13  T1021s3TS322_1-D1   50.45   0.62
CASP13  T1021s3TS470_3-D1   50.30   0.59
CASP13  T1021s3TS309_1-D1   50.30   0.59
CASP13  T1021s3TS460_5-D1   50.30   0.63
CASP13  T1021s3TS460_4-D1   50.15   0.63
CASP13  T1021s3TS460_2-D1   50.00   0.63
CASP13  T1021s3TS460_3-D1   50.00   0.63
CASP13  T1021s3TS460_1-D1   50.00   0.63
CASP13  T1021s3TS261_2-D1   49.85   0.61
CASP13  T1021s3TS068_3-D1   49.85   0.59
CASP13  T1021s3TS241_4-D1   49.85   0.61
CASP13  T1021s3TS224_3-D1   49.85   0.61
CASP13  T1021s3TS470_4-D1   49.85   0.58
CASP13  T1021s3TS457_1-D1   49.70   0.62
CASP13  T1021s3TS498_4-D1   49.70   0.60
CASP13  T1021s3TS145_2-D1   49.70   0.62
CASP13  T1021s3TS261_5-D1   49.55   0.63
CASP13  T1021s3TS192_5-D1   49.55   0.63
CASP13  T1021s3TS068_5-D1   49.55   0.59
CASP13  T1021s3TS208_4-D1   49.25   0.62
CASP13  T1021s3TS344_2-D1   49.10   0.61
CASP13  T1021s3TS068_2-D1   49.10   0.59
CASP13  T1021s3TS208_2-D1   49.10   0.61
CASP13  T1021s3TS470_2-D1   48.95   0.58
CASP13  T1021s3TS470_5-D1   48.95   0.58
CASP13  T1021s3TS068_1-D1   48.65   0.58
CASP13  T1021s3TS426_5-D1   48.34   0.58
CASP13  T1021s3TS221_1-D1   48.04   0.59
CASP13  T1021s3TS446_3-D1   47.74   0.56
CASP13  T1021s3TS164_2-D1   47.74   0.56
CASP13  T1021s3TS344_3-D1   47.59   0.61
CASP13  T1021s3TS068_4-D1   47.59   0.58
CASP13  T1021s3TS224_2-D1   47.44   0.59
CASP13  T1021s3TS145_3-D1   47.14   0.59
CASP13  T1021s3TS156_1-D1   47.14   0.56
CASP13  T1021s3TS156_2-D1   46.99   0.56
CASP13  T1021s3TS156_4-D1   46.84   0.56
CASP13  T1021s3TS221_4-D1   46.84   0.58
CASP13  T1021s3TS156_3-D1   46.69   0.56
CASP13  T1021s3TS164_3-D1   46.54   0.57
CASP13  T1021s3TS261_4-D1   46.39   0.58
CASP13  T1021s3TS309_4-D1   46.39   0.58
CASP13  T1021s3TS156_5-D1   46.39   0.56
CASP13  T1021s3TS164_1-D1   46.08   0.57
CASP13  T1021s3TS224_4-D1   45.48   0.57
CASP13  T1021s3TS281_1-D1   45.48   0.56
CASP13  T1021s3TS149_2-D1   45.03   0.57
CASP13  T1021s3TS164_4-D1   44.88   0.57
CASP13  T1021s3TS344_1-D1   44.58   0.57
CASP13  T1021s3TS112_1-D1   44.58   0.53
CASP13  T1021s3TS322_4-D1   44.13   0.53
CASP13  T1021s3TS117_3-D1   44.13   0.55
CASP13  T1021s3TS221_5-D1   43.98   0.55
CASP13  T1021s3TS122_1-D1   43.52   0.56
CASP13  T1021s3TS322_5-D1   43.37   0.55
CASP13  T1021s3TS149_1-D1   43.07   0.55
CASP13  T1021s3TS117_4-D1   42.62   0.53
CASP13  T1021s3TS116_3-D1   42.62   0.54
CASP13  T1021s3TS344_4-D1   42.47   0.55
CASP13  T1021s3TS243_1-D1   42.17   0.50
CASP13  T1021s3TS117_2-D1   42.17   0.52
CASP13  T1021s3TS023_3-D1   41.87   0.50
CASP13  T1021s3TS086_1-D1   41.87   0.51
CASP13  T1021s3TS457_2-D1   41.87   0.50
CASP13  T1021s3TS089_5-D1   41.42   0.49
CASP13  T1021s3TS354_5-D1   41.42   0.50
CASP13  T1021s3TS058_1-D1   41.42   0.50
CASP13  T1021s3TS086_4-D1   41.27   0.51
CASP13  T1021s3TS149_4-D1   41.11   0.50
CASP13  T1021s3TS086_2-D1   41.11   0.51
CASP13  T1021s3TS122_3-D1   40.81   0.51
CASP13  T1021s3TS149_3-D1   40.81   0.51
CASP13  T1021s3TS368_1-D1   40.66   0.50
CASP13  T1021s3TS055_1-D1   40.66   0.50
CASP13  T1021s3TS446_1-D1   40.66   0.50
CASP13  T1021s3TS241_2-D1   40.66   0.50
CASP13  T1021s3TS390_1-D1   40.66   0.52
CASP13  T1021s3TS224_5-D1   40.66   0.50
CASP13  T1021s3TS309_3-D1   40.66   0.50
CASP13  T1021s3TS279_1-D1   39.91   0.51
CASP13  T1021s3TS116_2-D1   39.61   0.49
CASP13  T1021s3TS279_3-D1   39.46   0.49
CASP13  T1021s3TS145_4-D1   39.46   0.52
CASP13  T1021s3TS116_4-D1   39.46   0.51
CASP13  T1021s3TS368_4-D1   39.46   0.50
CASP13  T1021s3TS145_5-D1   39.46   0.50
CASP13  T1021s3TS221_2-D1   39.46   0.48
CASP13  T1021s3TS055_5-D1   39.46   0.50
CASP13  T1021s3TS116_5-D1   39.01   0.50
CASP13  T1021s3TS279_2-D1   38.85   0.50
CASP13  T1021s3TS086_3-D1   38.85   0.50
CASP13  T1021s3TS116_1-D1   38.70   0.48
CASP13  T1021s3TS492_5-D1   38.55   0.48
CASP13  T1021s3TS122_2-D1   38.55   0.48
CASP13  T1021s3TS221_3-D1   38.55   0.50
CASP13  T1021s3TS446_4-D1   38.55   0.50
CASP13  T1021s3TS086_5-D1   38.40   0.47
CASP13  T1021s3TS058_3-D1   38.25   0.49
CASP13  T1021s3TS058_2-D1   38.10   0.47
CASP13  T1021s3TS471_4-D1   37.80   0.49
CASP13  T1021s3TS023_5-D1   37.50   0.44
CASP13  T1021s3TS243_3-D1   37.35   0.46
CASP13  T1021s3TS243_2-D1   36.90   0.44
CASP13  T1021s3TS471_2-D1   36.60   0.48
CASP13  T1021s3TS058_4-D1   36.45   0.44
CASP13  T1021s3TS471_5-D1   36.30   0.47
CASP13  T1021s3TS492_3-D1   35.69   0.46
CASP13  T1021s3TS492_2-D1   35.69   0.44
CASP13  T1021s3TS471_1-D1   35.69   0.46
CASP13  T1021s3TS471_3-D1   35.54   0.47
CASP13  T1021s3TS457_4-D1   35.54   0.44
CASP13  T1021s3TS368_2-D1   34.79   0.45
CASP13  T1021s3TS288_5-D1   34.49   0.44
CASP13  T1021s3TS288_2-D1   34.49   0.45
CASP13  T1021s3TS288_4-D1   34.34   0.45
CASP13  T1021s3TS279_4-D1   34.04   0.41
CASP13  T1021s3TS492_1-D1   33.89   0.43
CASP13  T1021s3TS368_5-D1   33.89   0.42
CASP13  T1021s3TS055_4-D1   33.89   0.42
CASP13  T1021s3TS288_1-D1   33.28   0.44
CASP13  T1021s3TS124_1-D1   33.28   0.44
CASP13  T1021s3TS135_3-D1   33.28   0.44
CASP13  T1021s3TS368_3-D1   33.13   0.43
CASP13  T1021s3TS241_3-D1   33.13   0.43
CASP13  T1021s3TS023_1-D1   32.38   0.41
CASP13  T1021s3TS381_1-D1   32.23   0.42
CASP13  T1021s3TS023_2-D1   31.78   0.42
CASP13  T1021s3TS351_5-D1   31.63   0.42
CASP13  T1021s3TS117_5-D1   31.63   0.41
CASP13  T1021s3TS351_3-D1   31.63   0.42
CASP13  T1021s3TS351_2-D1   31.63   0.42
CASP13  T1021s3TS351_1-D1   31.63   0.42
CASP13  T1021s3TS351_4-D1   31.63   0.42
CASP13  T1021s3TS058_5-D1   31.48   0.42
CASP13  T1021s3TS243_5-D1   31.48   0.42
CASP13  T1021s3TS492_4-D1   31.18   0.40
CASP13  T1021s3TS329_2-D1   30.87   0.39
CASP13  T1021s3TS124_4-D1   30.42   0.39
CASP13  T1021s3TS152_4-D1   30.42   0.40
CASP13  T1021s3TS381_5-D1   29.97   0.38
CASP13  T1021s3TS112_5-D1   28.77   0.38
CASP13  T1021s3TS288_3-D1   28.77   0.39
CASP13  T1021s3TS124_3-D1   28.77   0.38
CASP13  T1021s3TS152_5-D1   28.16   0.38
CASP13  T1021s3TS152_1-D1   28.16   0.39
CASP13  T1021s3TS243_4-D1   27.56   0.35
CASP13  T1021s3TS164_5-D1   27.41   0.35
CASP13  T1021s3TS023_4-D1   26.81   0.37
CASP13  T1021s3TS152_2-D1   26.66   0.35
CASP13  T1021s3TS282_5-D1   25.30   0.31
CASP13  T1021s3TS282_3-D1   25.30   0.31
CASP13  T1021s3TS282_1-D1   25.30   0.31
CASP13  T1021s3TS282_4-D1   25.30   0.31
CASP13  T1021s3TS282_2-D1   25.30   0.31
CASP13  T1021s3TS149_5-D1   25.30   0.32
CASP13  T1021s3TS112_3-D1   25.15   0.34
CASP13  T1021s3TS381_2-D1   24.85   0.34
CASP13  T1021s3TS112_2-D1   24.85   0.33
CASP13  T1021s3TS222_5-D1   23.34   0.30
CASP13  T1021s3TS222_2-D1   23.34   0.30
CASP13  T1021s3TS222_1-D1   23.19   0.30
CASP13  T1021s3TS222_3-D1   22.89   0.30
CASP13  T1021s3TS222_4-D1   22.59   0.30
CASP13  T1021s3TS124_2-D1   22.14   0.29
CASP13  T1021s3TS446_2-D1   22.14   0.29
CASP13  T1021s3TS152_3-D1   21.99   0.27
CASP13  T1021s3TS112_4-D1   21.99   0.30
CASP13  T1021s3TS407_1-D1   21.84   0.27
CASP13  T1021s3TS214_2-D1   21.54   0.24
CASP13  T1021s3TS381_3-D1   21.39   0.29
CASP13  T1021s3TS214_5-D1   20.63   0.26
CASP13  T1021s3TS004_4-D1   20.48   0.27
CASP13  T1021s3TS214_3-D1   20.33   0.26
CASP13  T1021s3TS488_2-D1   20.18   0.25
CASP13  T1021s3TS047_1-D1   20.03   0.25
CASP13  T1021s3TS407_5-D1   19.73   0.25
CASP13  T1021s3TS378_3-D1   19.58   0.27
CASP13  T1021s3TS004_3-D1   19.43   0.26
CASP13  T1021s3TS381_4-D1   19.28   0.26
CASP13  T1021s3TS497_1-D1   19.13   0.25
CASP13  T1021s3TS004_5-D1   18.82   0.23
CASP13  T1021s3TS414_1-D1   18.82   0.24
CASP13  T1021s3TS214_1-D1   18.68   0.23
CASP13  T1021s3TS124_5-D1   18.68   0.25
CASP13  T1021s3TS246_1-D1   18.07   0.22
CASP13  T1021s3TS488_3-D1   18.07   0.22
CASP13  T1021s3TS418_2-D1   18.07   0.22
CASP13  T1021s3TS244_2-D1   18.07   0.22
CASP13  T1021s3TS071_5-D1   18.07   0.22
CASP13  T1021s3TS071_2-D1   18.07   0.22
CASP13  T1021s3TS407_4-D1   17.92   0.18
CASP13  T1021s3TS312_4-D1   17.92   0.23
CASP13  T1021s3TS418_5-D1   17.92   0.18
CASP13  T1021s3TS110_4-D1   17.92   0.22
CASP13  T1021s3TS337_1-D1   17.77   0.23
CASP13  T1021s3TS441_3-D1   17.77   0.23
CASP13  T1021s3TS214_4-D1   17.62   0.21
CASP13  T1021s3TS312_3-D1   17.62   0.23
CASP13  T1021s3TS497_5-D1   17.47   0.23
CASP13  T1021s3TS348_3-D1   17.47   0.25
CASP13  T1021s3TS497_4-D1   17.47   0.24
CASP13  T1021s3TS497_2-D1   17.32   0.22
CASP13  T1021s3TS160_5-D1   17.32   0.23
CASP13  T1021s3TS071_3-D1   17.32   0.23
CASP13  T1021s3TS244_4-D1   17.32   0.23
CASP13  T1021s3TS418_3-D1   17.32   0.23
CASP13  T1021s3TS047_5-D1   17.17   0.20
CASP13  T1021s3TS348_1-D1   17.02   0.25
CASP13  T1021s3TS071_4-D1   16.87   0.19
CASP13  T1021s3TS244_3-D1   16.87   0.19
CASP13  T1021s3TS497_3-D1   16.87   0.22
CASP13  T1021s3TS488_5-D1   16.87   0.19
CASP13  T1021s3TS418_4-D1   16.87   0.19
CASP13  T1021s3TS348_4-D1   16.72   0.24
CASP13  T1021s3TS378_2-D1   16.72   0.23
CASP13  T1021s3TS348_5-D1   16.72   0.26
CASP13  T1021s3TS279_5-D1   16.72   0.22
CASP13  T1021s3TS312_2-D1   16.57   0.20
CASP13  T1021s3TS110_3-D1   16.57   0.21
CASP13  T1021s3TS337_4-D1   16.57   0.21
CASP13  T1021s3TS348_2-D1   16.42   0.25
CASP13  T1021s3TS160_1-D1   16.42   0.21
CASP13  T1021s3TS488_4-D1   16.42   0.19
CASP13  T1021s3TS488_1-D1   16.27   0.20
CASP13  T1021s3TS110_5-D1   16.27   0.18
CASP13  T1021s3TS312_1-D1   16.27   0.21
CASP13  T1021s3TS047_4-D1   16.11   0.19
CASP13  T1021s3TS160_4-D1   15.96   0.20
CASP13  T1021s3TS110_2-D1   15.81   0.20
CASP13  T1021s3TS110_1-D1   15.81   0.21
CASP13  T1021s3TS246_3-D1   15.81   0.19
CASP13  T1021s3TS246_4-D1   15.81   0.19
CASP13  T1021s3TS378_4-D1   15.81   0.20
CASP13  T1021s3TS004_1-D1   15.66   0.20
CASP13  T1021s3TS157_1-D1   15.51   0.19
CASP13  T1021s3TS312_5-D1   15.51   0.19
CASP13  T1021s3TS047_3-D1   15.36   0.19
CASP13  T1021s3TS157_2-D1   15.36   0.18
CASP13  T1021s3TS004_2-D1   15.21   0.20
CASP13  T1021s3TS246_5-D1   15.21   0.19
CASP13  T1021s3TS246_2-D1   15.21   0.20
CASP13  T1021s3TS407_3-D1   15.21   0.18
CASP13  T1021s3TS157_5-D1   15.06   0.17
CASP13  T1021s3TS335_2-D1   14.91   0.20
CASP13  T1021s3TS335_1-D1   14.91   0.20
CASP13  T1021s3TS335_3-D1   14.91   0.20
CASP13  T1021s3TS335_5-D1   14.91   0.20
CASP13  T1021s3TS335_4-D1   14.91   0.20
CASP13  T1021s3TS085_1-D1   14.91   0.16
CASP13  T1021s3TS377_2-D1   14.91   0.20
CASP13  T1021s3TS377_1-D1   14.91   0.20
CASP13  T1021s3TS377_4-D1   14.91   0.20
CASP13  T1021s3TS377_5-D1   14.91   0.20
CASP13  T1021s3TS377_3-D1   14.91   0.20
CASP13  T1021s3TS441_1-D1   14.91   0.19
CASP13  T1021s3TS378_1-D1   14.91   0.20
CASP13  T1021s3TS441_2-D1   14.76   0.19
CASP13  T1021s3TS041_2-D1   14.61   0.15
CASP13  T1021s3TS157_4-D1   14.61   0.16
CASP13  T1021s3TS378_5-D1   14.61   0.18
CASP13  T1021s3TS041_1-D1   14.46   0.15
CASP13  T1021s3TS160_3-D1   14.46   0.17
CASP13  T1021s3TS441_4-D1   14.31   0.18
CASP13  T1021s3TS472_2-D1   14.31   0.18
CASP13  T1021s3TS472_5-D1   14.31   0.18
CASP13  T1021s3TS358_3-D1   14.31   0.18
CASP13  T1021s3TS358_1-D1   14.31   0.18
CASP13  T1021s3TS358_2-D1   14.31   0.18
CASP13  T1021s3TS157_3-D1   14.31   0.17
CASP13  T1021s3TS337_3-D1   14.31   0.18
CASP13  T1021s3TS365_3-D1   14.31   0.16
CASP13  T1021s3TS358_4-D1   14.16   0.17
CASP13  T1021s3TS337_2-D1   14.01   0.18
CASP13  T1021s3TS160_2-D1   14.01   0.17
CASP13  T1021s3TS407_2-D1   14.01   0.16
CASP13  T1021s3TS358_5-D1   14.01   0.19
CASP13  T1021s3TS047_2-D1   14.01   0.19
CASP13  T1021s3TS472_4-D1   14.01   0.19
CASP13  T1021s3TS472_3-D1   13.86   0.18
CASP13  T1021s3TS441_5-D1   13.86   0.18
CASP13  T1021s3TS337_5-D1   13.86   0.18
CASP13  T1021s3TS041_5-D1   13.86   0.15
CASP13  T1021s3TS163_3-D1   13.71   0.16
CASP13  T1021s3TS041_4-D1   13.71   0.16
CASP13  T1021s3TS163_1-D1   13.71   0.16
CASP13  T1021s3TS476_4-D1   13.71   0.17
CASP13  T1021s3TS163_2-D1   13.71   0.16
CASP13  T1021s3TS163_4-D1   13.71   0.16
CASP13  T1021s3TS163_5-D1   13.71   0.16
CASP13  T1021s3TS007_4-D1   13.71   0.15
CASP13  T1021s3TS365_5-D1   13.55   0.16
CASP13  T1021s3TS472_1-D1   13.55   0.18
CASP13  T1021s3TS402_4-D1   13.55   0.17
CASP13  T1021s3TS041_3-D1   13.55   0.14
CASP13  T1021s3TS085_2-D1   13.55   0.16
CASP13  T1021s3TS257_5-D1   13.40   0.13
CASP13  T1021s3TS402_1-D1   13.40   0.16
CASP13  T1021s3TS402_3-D1   13.25   0.16
CASP13  T1021s3TS402_2-D1   13.25   0.16
CASP13  T1021s3TS476_1-D1   13.10   0.16
CASP13  T1021s3TS365_1-D1   13.10   0.15
CASP13  T1021s3TS085_5-D1   12.95   0.17
CASP13  T1021s3TS244_5-D1   12.95   0.17
CASP13  T1021s3TS402_5-D1   12.80   0.16
CASP13  T1021s3TS085_4-D1   12.80   0.17
CASP13  T1021s3TS085_3-D1   12.80   0.17
CASP13  T1021s3TS257_2-D1   12.65   0.12
CASP13  T1021s3TS365_2-D1   12.65   0.15
CASP13  T1021s3TS257_1-D1   12.50   0.12
CASP13  T1021s3TS257_4-D1   12.05   0.12
CASP13  T1021s3TS365_4-D1   12.05   0.13
CASP13  T1021s3TS257_3-D1   12.05   0.12
CASP13  T1021s3TS397_1-D1   11.90   0.14
CASP13  T1021s3TS476_2-D1   11.60   0.13
CASP13  T1021s3TS266_5-D1   10.99   0.13
CASP13  T1021s3TS266_4-D1   10.99   0.12
CASP13  T1021s3TS266_2-D1   10.69   0.11
CASP13  T1021s3TS476_3-D1   10.39   0.13
CASP13  T1021s3TS007_2-D1   10.39   0.12
CASP13  T1021s3TS007_3-D1   10.09   0.11
CASP13  T1021s3TS266_3-D1   10.09   0.11
CASP13  T1021s3TS266_1-D1   10.09   0.11
CASP13  T1021s3TS007_5-D1   9.64    0.14
CASP13  T1021s3TS007_1-D1   9.04    0.11
CASP13  T1021s3TS476_5-D1   8.28    0.12
CASP13  T1021s3TS043_3-D2   86.34   0.87
CASP13  T1021s3TS043_4-D2   73.45   0.73
CASP13  T1021s3TS043_5-D2   72.17   0.72
CASP13  T1021s3TS043_1-D2   65.46   0.67
CASP13  T1021s3TS043_2-D2   61.34   0.62
CASP13  T1021s3TS197_4-D2   60.05   0.62
CASP13  T1021s3TS197_5-D2   59.02   0.61
CASP13  T1021s3TS224_1-D2   59.02   0.61
CASP13  T1021s3TS390_3-D2   58.76   0.60
CASP13  T1021s3TS390_2-D2   58.76   0.60
CASP13  T1021s3TS089_2-D2   58.76   0.59
CASP13  T1021s3TS197_1-D2   58.25   0.59
CASP13  T1021s3TS426_3-D2   57.99   0.59
CASP13  T1021s3TS426_5-D2   57.99   0.59
CASP13  T1021s3TS197_3-D2   57.73   0.60
CASP13  T1021s3TS324_1-D2   57.73   0.59
CASP13  T1021s3TS354_4-D2   57.73   0.59
CASP13  T1021s3TS044_5-D2   57.73   0.59
CASP13  T1021s3TS457_5-D2   57.73   0.57
CASP13  T1021s3TS224_5-D2   57.73   0.59
CASP13  T1021s3TS196_1-D2   57.73   0.59
CASP13  T1021s3TS135_1-D2   57.73   0.59
CASP13  T1021s3TS498_5-D2   57.47   0.56
CASP13  T1021s3TS135_2-D2   57.22   0.59
CASP13  T1021s3TS192_2-D2   57.22   0.59
CASP13  T1021s3TS044_3-D2   57.22   0.59
CASP13  T1021s3TS406_1-D2   57.22   0.59
CASP13  T1021s3TS324_4-D2   57.22   0.59
CASP13  T1021s3TS309_5-D2   57.22   0.59
CASP13  T1021s3TS196_2-D2   57.22   0.59
CASP13  T1021s3TS044_4-D2   56.96   0.59
CASP13  T1021s3TS192_4-D2   56.96   0.59
CASP13  T1021s3TS406_2-D2   56.96   0.59
CASP13  T1021s3TS498_4-D2   56.96   0.58
CASP13  T1021s3TS324_3-D2   56.96   0.59
CASP13  T1021s3TS274_3-D2   56.44   0.58
CASP13  T1021s3TS274_2-D2   56.44   0.59
CASP13  T1021s3TS498_3-D2   56.19   0.57
CASP13  T1021s3TS274_5-D2   56.19   0.58
CASP13  T1021s3TS274_1-D2   56.19   0.58
CASP13  T1021s3TS274_4-D2   55.93   0.58
CASP13  T1021s3TS498_1-D2   55.93   0.56
CASP13  T1021s3TS322_2-D2   55.93   0.57
CASP13  T1021s3TS498_2-D2   55.67   0.56
CASP13  T1021s3TS197_2-D2   55.41   0.57
CASP13  T1021s3TS457_3-D2   53.87   0.54
CASP13  T1021s3TS390_4-D2   53.61   0.56
CASP13  T1021s3TS344_5-D2   53.61   0.54
CASP13  T1021s3TS406_3-D2   53.09   0.56
CASP13  T1021s3TS192_3-D2   53.09   0.56
CASP13  T1021s3TS324_2-D2   53.09   0.56
CASP13  T1021s3TS196_3-D2   53.09   0.56
CASP13  T1021s3TS071_1-D2   53.09   0.56
CASP13  T1021s3TS192_1-D2   53.09   0.56
CASP13  T1021s3TS418_1-D2   53.09   0.56
CASP13  T1021s3TS354_3-D2   53.09   0.56
CASP13  T1021s3TS044_1-D2   53.09   0.56
CASP13  T1021s3TS244_1-D2   53.09   0.56
CASP13  T1021s3TS135_5-D2   53.09   0.56
CASP13  T1021s3TS406_5-D2   52.32   0.55
CASP13  T1021s3TS324_5-D2   52.32   0.55
CASP13  T1021s3TS196_4-D2   52.32   0.55
CASP13  T1021s3TS261_5-D2   52.06   0.53
CASP13  T1021s3TS192_5-D2   52.06   0.53
CASP13  T1021s3TS208_1-D2   51.03   0.53
CASP13  T1021s3TS208_3-D2   49.74   0.50
CASP13  T1021s3TS322_1-D2   49.23   0.48
CASP13  T1021s3TS261_2-D2   48.71   0.47
CASP13  T1021s3TS224_3-D2   48.71   0.47
CASP13  T1021s3TS241_4-D2   48.71   0.47
CASP13  T1021s3TS426_2-D2   47.16   0.46
CASP13  T1021s3TS145_1-D2   46.65   0.45
CASP13  T1021s3TS208_2-D2   46.13   0.48
CASP13  T1021s3TS221_3-D2   45.62   0.42
CASP13  T1021s3TS446_4-D2   45.62   0.42
CASP13  T1021s3TS322_3-D2   45.62   0.45
CASP13  T1021s3TS426_1-D2   45.10   0.44
CASP13  T1021s3TS329_1-D2   45.10   0.44
CASP13  T1021s3TS354_1-D2   45.10   0.44
CASP13  T1021s3TS221_1-D2   45.10   0.44
CASP13  T1021s3TS261_1-D2   45.10   0.44
CASP13  T1021s3TS055_2-D2   45.10   0.44
CASP13  T1021s3TS241_1-D2   45.10   0.44
CASP13  T1021s3TS089_1-D2   45.10   0.44
CASP13  T1021s3TS309_2-D2   45.10   0.44
CASP13  T1021s3TS044_2-D2   45.10   0.44
CASP13  T1021s3TS390_5-D2   44.84   0.43
CASP13  T1021s3TS460_5-D2   44.84   0.43
CASP13  T1021s3TS460_4-D2   44.33   0.44
CASP13  T1021s3TS460_2-D2   44.07   0.43
CASP13  T1021s3TS460_3-D2   44.07   0.43
CASP13  T1021s3TS460_1-D2   44.07   0.43
CASP13  T1021s3TS164_4-D2   43.56   0.43
CASP13  T1021s3TS344_1-D2   43.56   0.46
CASP13  T1021s3TS446_3-D2   43.56   0.43
CASP13  T1021s3TS164_2-D2   43.56   0.43
CASP13  T1021s3TS164_1-D2   43.30   0.43
CASP13  T1021s3TS164_3-D2   43.30   0.43
CASP13  T1021s3TS344_2-D2   43.04   0.42
CASP13  T1021s3TS457_1-D2   42.78   0.41
CASP13  T1021s3TS221_5-D2   41.75   0.40
CASP13  T1021s3TS288_1-D2   41.49   0.36
CASP13  T1021s3TS344_4-D2   41.24   0.39
CASP13  T1021s3TS116_4-D2   41.24   0.39
CASP13  T1021s3TS288_5-D2   41.24   0.35
CASP13  T1021s3TS117_3-D2   40.72   0.39
CASP13  T1021s3TS117_4-D2   40.72   0.39
CASP13  T1021s3TS117_1-D2   40.46   0.40
CASP13  T1021s3TS224_4-D2   40.46   0.39
CASP13  T1021s3TS390_1-D2   40.21   0.39
CASP13  T1021s3TS288_3-D2   39.95   0.34
CASP13  T1021s3TS112_3-D2   39.95   0.37
CASP13  T1021s3TS145_4-D2   39.69   0.39
CASP13  T1021s3TS221_2-D2   39.69   0.38
CASP13  T1021s3TS145_3-D2   38.40   0.38
CASP13  T1021s3TS112_4-D2   36.60   0.35
CASP13  T1021s3TS288_2-D2   36.08   0.34
CASP13  T1021s3TS117_2-D2   35.83   0.34
CASP13  T1021s3TS117_5-D2   35.83   0.35
CASP13  T1021s3TS145_5-D2   34.79   0.33
CASP13  T1021s3TS221_4-D2   34.54   0.34
CASP13  T1021s3TS112_2-D2   34.54   0.32
CASP13  T1021s3TS441_5-D2   34.28   0.30
CASP13  T1021s3TS337_5-D2   34.28   0.30
CASP13  T1021s3TS116_5-D2   33.25   0.31
CASP13  T1021s3TS406_4-D2   32.99   0.31
CASP13  T1021s3TS426_4-D2   32.99   0.31
CASP13  T1021s3TS354_2-D2   32.99   0.31
CASP13  T1021s3TS261_3-D2   32.99   0.31
CASP13  T1021s3TS196_5-D2   32.99   0.31
CASP13  T1021s3TS135_4-D2   32.99   0.31
CASP13  T1021s3TS446_5-D2   32.99   0.31
CASP13  T1021s3TS224_2-D2   32.99   0.31
CASP13  T1021s3TS055_3-D2   32.99   0.31
CASP13  T1021s3TS241_5-D2   32.99   0.31
CASP13  T1021s3TS351_5-D2   32.73   0.32
CASP13  T1021s3TS243_4-D2   32.73   0.29
CASP13  T1021s3TS351_1-D2   32.73   0.32
CASP13  T1021s3TS351_2-D2   32.73   0.32
CASP13  T1021s3TS351_3-D2   32.73   0.32
CASP13  T1021s3TS351_4-D2   32.73   0.32
CASP13  T1021s3TS418_5-D2   32.22   0.32
CASP13  T1021s3TS407_4-D2   32.22   0.32
CASP13  T1021s3TS322_5-D2   31.96   0.31
CASP13  T1021s3TS329_2-D2   31.96   0.30
CASP13  T1021s3TS492_5-D2   31.96   0.30
CASP13  T1021s3TS243_3-D2   31.96   0.28
CASP13  T1021s3TS145_2-D2   31.70   0.29
CASP13  T1021s3TS058_3-D2   31.70   0.27
CASP13  T1021s3TS344_3-D2   31.44   0.28
CASP13  T1021s3TS122_1-D2   31.19   0.30
CASP13  T1021s3TS023_4-D2   30.41   0.29
CASP13  T1021s3TS243_2-D2   30.16   0.30
CASP13  T1021s3TS208_5-D2   30.16   0.30
CASP13  T1021s3TS116_1-D2   30.16   0.27
